iso3c,iso2c,country,year,social_development_sp_ado_tfrt,social_development_sl_tlf_acti_1524_fe_zs,social_development_sl_tlf_acti_1524_ma_zs,social_development_sl_tlf_acti_1524_zs,social_development_sl_tlf_acti_fe_zs,social_development_sl_tlf_cact_fe_zs,social_development_sl_tlf_cact_ma_zs,social_development_sg_gen_parl_zs,social_development_sh_hiv_1524_fe_zs,social_development_sh_hiv_1524_ma_zs,social_development_sl_tlf_acti_ma_zs,social_development_sl_tlf_acti_zs,social_development_sp_dyn_le00_fe_in,social_development_sp_dyn_le00_ma_in,social_development_se_enr_prim_fm_zs,social_development_se_enr_prsc_fm_zs,social_development_sl_emp_vuln_fe_zs,social_development_sl_emp_vuln_ma_zs,social_development_sl_uem_totl_fe_zs,social_development_sl_uem_totl_ma_zs,infrastructure_er_h2o_fwag_zs,infrastructure_er_h2o_fwdm_zs,infrastructure_er_h2o_fwin_zs,infrastructure_er_h2o_fwtl_k3,infrastructure_er_h2o_fwtl_zs,infrastructure_is_shp_good_tu,infrastructure_eg_elc_coal_zs,infrastructure_eg_elc_hyro_zs,infrastructure_eg_elc_ngas_zs,infrastructure_eg_elc_nucl_zs,infrastructure_eg_elc_petr_zs,infrastructure_eg_use_elec_kh_pc,infrastructure_it_net_bbnd,infrastructure_it_net_bbnd_p2,infrastructure_bx_gsr_ccis_cd,infrastructure_bx_gsr_ccis_zs,infrastructure_it_mlt_main,infrastructure_it_mlt_main_p2,infrastructure_it_net_user_zs,infrastructure_is_shp_gcnw_xq,infrastructure_it_cel_sets,infrastructure_it_cel_sets_p2,infrastructure_er_h2o_intr_k3,infrastructure_er_h2o_intr_pc,infrastructure_it_net_secr,infrastructure_it_net_secr_p6
VIR,VI,Virgin Islands (U.S.),2001,58.065,38.703,43.24,40.876,64.132,57.732,67.436,NA,NA,NA,72.727,68.187,80.9,74.5,NA,NA,4.53901357590163,8.90977606445186,11.945,9.444,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,NA,NA,NA,NA,69400,63.9,18.3758,NA,41000,37.7793,NA,NA,NA,NA
ABW,AW,Aruba,2002,38.185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.825,70.364,0.947759985923767,0.989000022411346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,NA,NA,13217877.0949721,1.07902513772848,37132,40.6,18.8,NA,61800,67.6304,NA,NA,NA,NA
ARG,AR,Argentina,2002,62.126,39.551,55.93,47.891,55.04,47.873,73.072,30.7392996108949,0.1,0.1,79.136,67.063,77.911,70.704,0.993120014667511,1.01810002326965,19.9590704507692,27.8054741089666,18.823,20.122,71.36175073,16.11977272,12.51847655,31.69792045,10.8554522089041,554800,0.848649606997222,53.0346906211217,37.3417646711187,6.88020802553041,1.18196324094321,2027.03969505237,148000,0.389173,242790000,7.09870767791357,7708570,20.3,10.8821,NA,6566740,17.2676,292,7678.28026716944,NA,NA
ATG,AG,Antigua and Barbuda,2002,56.432,NA,NA,NA,NA,NA,NA,5.26315789473684,0.1,0.2,NA,NA,78.519,71.818,NA,NA,NA,NA,NA,NA,16.83937824,62.69430052,21.24352332,0.00442,8.5,NA,0,0,0,0,100,NA,NA,NA,9879935.18518518,1.75562781714289,38046,49.4,12.5,NA,38205,49.5963,0.052,675.044137501298,NA,NA
BHS,BS,"Bahamas, The",2002,41.206,48.343,62.847,55.612,73.819,67.803,80.369,NA,0.9,1.2,85.76,79.685,76.35,69.834,0.993900001049042,1.01610994338989,10.3551623976763,19.669217363203,9.634,8.533,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,7540,2.27373,NA,NA,126556,38.2,18,NA,121759,36.7171,0.7,2110.88796009819,NA,NA
BLZ,BZ,Belize,2002,93.953,33.341,59.822,46.485,42.8,40.829,79.071,6.89655172413793,0.6,0.5,81.313,62.148,72.364,67.112,0.963129997253418,NA,20.8469660916121,25.7078024087973,15.179,7.406,67.72277228,11.28712871,20.99009901,0.101,0.661861074705111,NA,0,44.4290483088745,0,0,44.6746866536499,NA,NA,NA,4609540.265,2.50188542033203,31300,12.2,5.68425,NA,51729,20.2059,15.26,59607.2794315825,NA,NA
BOL,BO,Bolivia,2002,86.733,43.525,56.871,50.329,60.066,58.69,80.717,18.4615384615385,0.1,0.1,82.011,71.243,65.377,60.931,0.990249991416931,0.970149993896484,71.8588438686745,54.8257160933618,2.948,2.374,91.30665534,6.614402475,2.078942181,1.998393939,0.658449403294893,NA,0,52.6403823178017,44.8506571087216,0,1.21863799283154,418.185566755483,3330,0.0374142,23680000,6.38325339400688,590638,6.64,3.11719,NA,1023330,11.4977,303.5,34099.7634364023,NA,NA
BRA,BR,Brazil,2002,81.131,52.439,71.72,62.158,58.579,54.57,79.804,6.23781676413255,NA,NA,83.329,70.876,73.843,67.085,0.931159973144531,1.0129599571228,32.1262060541075,33.1135166847449,13.705,8.475,57.03821095,25.24740271,17.71438634,56.75,1.00247306129659,3570260,2.66264743064937,82.7642469284377,3.58896175843504,4.00264991856418,3.88780082795491,1817.13540112192,731000,0.409516,167293000,1.92028818146267,38810700,21.7,9.14943,NA,34881000,19.5408,5661,31713.666720365,NA,NA
BRB,BB,Barbados,2002,56.015,54.702,60.915,57.814,75.442,63.93,75.682,10.7142857142857,0.5,0.8,84.797,79.98,76.99,72.465,0.990760028362274,0.995400011539459,9.12093662110014,17.8767577118457,12.209,8.548,67.65432099,24.69135802,7.654320988,0.081,101.25,NA,0,0,0,0,99.9813771590856,NA,NA,NA,44792000,4.36139534632407,133000,50.4,27.8363,NA,97193,36.7949,0.08,302.860517588625,NA,NA
CHL,CL,Chile,2002,55.022,26.447,45.842,36.306,40.741,36.448,73.112,12.5,0.1,0.1,78.363,59.561,80.905,74.682,0.976230025291443,0.994989991188049,21.4428179528106,21.6567546418525,11.812,9.324,NA,3.593288324,10.06506529,31.08953571,3.51294188813559,1167880,11.568317647867,50.9834901879966,29.5917199056582,0,3.38897666643768,2698.02007513593,188454,1.18839,224699000,5.12168230713628,3467010,21.9,22.1,NA,6244310,39.3766,885,55808.0581160524,NA,NA
COL,CO,Colombia,2002,94.017,46.512,65.806,56.255,55.478,52.356,81.413,12.0481927710843,0.1,0.2,83.781,69.461,75.789,67.49,0.991890013217926,1.03801000118256,45.9065881824154,44.4645050574672,18.178,12.007,60.42279674,30.09570061,9.481502643,8.75125,0.407983682983683,960720,5.12342390339194,75.4040134967146,18.1606286627597,0,0.208666311489966,885.338705725625,34888,0.0865177,147595371.063232,7.80816626832088,7766000,19.3,4.6,NA,4596590,11.399,2145,53193.2305476448,NA,NA
CRI,CR,Costa Rica,2002,72.201,35.847,63.302,49.74,44.651,41.143,79.156,35.0877192982456,0.1,0.1,83.21,63.678,80.442,75.404,0.968940019607544,0.999319970607758,24.4310390616955,23.6438619017389,7.882,5.591,NA,NA,NA,NA,NA,602570,0,79.3355481727575,0,0,1.62126245847176,1568.07227215905,8989,0.220551,128615156.190128,5.67429463410148,1037990,25.5,19.8949,NA,502478,12.3286,113,27725.264708805,NA,NA
CUB,CU,Cuba,2002,47.899,26.52,50.222,38.719,43.01,37.338,70.761,27.6206322795341,0.1,0.1,79.176,61.135,78.878,74.764,0.965240001678467,0.971939980983734,8.19411858097976,11.8964076364632,4.673,2.584,52.4284117,33.03814158,14.53344671,5.246061364,13.7619658027282,NA,0,0.675202242181031,7.79030511497548,0,85.5532199503153,1187.48354942081,NA,NA,NA,NA,665639,5.96,3.77059,NA,17851,0.159706,38.12,3410.44774383494,NA,NA
CUW,CW,Curacao,2002,43.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.45,70.274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,93.8099389712293,7282.99988390542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYM,KY,Cayman Islands,2002,51.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.315,72.041,0.991940021514893,1.00487005710602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,NA,NA,NA,NA,38000,89.4,NA,NA,19000,44.6912,NA,NA,NA,NA
DMA,DM,Dominica,2002,51.808,NA,NA,NA,NA,NA,NA,18.75,0.1,0.3,NA,NA,74.692,69.311,0.999140024185181,1.0518000125885,NA,NA,NA,NA,NA,NA,NA,0.0166,8.3,NA,0,45.0645930013797,0,0,54.7598143735106,NA,2238,3.27351,1747947.25958448,1.49897639850546,23708,34.7,18.4249,NA,12173,17.8054,0.2,2925.38797958079,NA,NA
DOM,DO,Dominican Republic,2002,104.841,31.275,56.268,43.919,42.658,40.041,75.398,17.3333333333333,0.8,0.5,77.503,60.065,74.083,67.518,1.00735998153687,1.07087004184723,30.3482312298786,48.0778549546602,10.184,4.94,84.48795771,12.71979636,2.792245937,5.0994,21.6995744680851,541930,4.25073598046959,6.98642923817046,0.112515258131687,0,88.1740504056868,1394.78899961422,NA,NA,119100000,2.48762453787831,908957,10.3,6.82373,NA,1700610,19.2111,23.5,2654.69680820719,NA,NA
ECU,EC,Ecuador,2002,90.003,40.171,64.364,52.427,50.3,48.074,81.703,NA,0.2,0.4,83.321,66.78,76.27,70.113,1.0023900270462,1.0048600435257,50.5736028414254,35.7183534925591,5.569,4.396,84.22765245,11.07161854,4.700729014,9.5861,2.16683996383363,500470,0,63.2938009925141,3.7597779460005,0,32.9464210614854,694.068533996952,6499,0.0494654,97704377.9420571,10.9728145610269,1411060,10.7,4.2608,NA,1560860,11.8801,442.4,33672.1043360293,NA,NA
GRD,GD,Grenada,2002,52.839,NA,NA,NA,NA,NA,NA,26.6666666666667,NA,NA,NA,NA,75.981,70.462,0.949949979782104,1.02286994457245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,563,0.519354,14846296.2962963,9.90522591058691,33544,30.9,14.7588,NA,7553,6.96746,0.2,1844.95037083502,NA,NA
GTM,GT,Guatemala,2002,106.861,34.002,76.038,55.199,42.97,41.695,85.243,8.84955752212389,0.1,0.2,86.305,64.301,71.099,64.692,0.920830011367798,0.911300003528595,57.4544607160505,41.8020161949697,3.37,2.431,59.6454244,21.66948293,18.68509266,2.606738095,2.38712279761905,360160,14.6586345381526,30.4360298336202,0,0,43.8755020080321,465.096720276086,NA,NA,50363884.55,3.3775259291566,845968,6.91,3.39175,NA,1577090,12.8774,109.2,8916.53122439406,NA,NA
GUY,GY,Guyana,2002,97.642,31.6,66.2,48.912,36.248,34.228,78.688,20,0.4,0.1,82.101,59.102,67.51,61.189,NA,NA,39.8286365490947,29.4002730311161,15.253,10.285,96.47792802,2.642175383,0.8798966,1.60928,0.667751037344398,NA,0,0.303814913031676,0,0,94.8487189659853,NA,NA,NA,30100000,17.469529889727198,80441,10.5,1.5,NA,79400,10.3974,241,315588.776039348,NA,NA
HND,HN,Honduras,2002,122.484,35.173,75.827,55.778,43.782,42.581,84.075,5.46875,0.1,0.1,85.087,64.518,70.953,66.631,NA,NA,51.3021904787715,36.8597798809537,4.801,3.623,NA,NA,NA,NA,NA,413840,0,38.8567293777135,0,0,59.4548962855765,514.926157167915,NA,NA,108400000,7.64436512232462,322497,4.65,2.5974,NA,326508,4.7055,90.66,13065.5486730599,NA,NA
HTI,HT,Haiti,2002,70.226,31.544,37.999,34.783,59.018,57.462,69.088,3.6144578313253,1,0.5,69.449,64.206,60.878,57.212,NA,NA,84.3460165972902,68.9689263235978,12.641,9.683,86.9597016,11.00709427,2.033204125,1.3673,10.5120319827785,NA,0,47.5319926873857,0,0,52.4680073126143,31.135127498928,NA,NA,10300000,7.02256766891662,130000,1.51,0.893433,NA,140000,1.62646,13.007,1511.0992663379,NA,NA
JAM,JM,Jamaica,2002,69.776,34.351,47.734,41.149,61.215,56.932,74.955,NA,1,0.9,77.619,69.328,73.46,69.529,0.998099982738495,1.01263999938965,30.164343007515,40.3545898495296,8.801,4.893,61.84752182,29.70936934,8.443108842,1.194285714,11.0347012288645,1065000,0,1.35563888087684,0,0,98.154023651572,2391.90599612508,9000,0.340835,205240000,10.732850135441801,434772,16.5,6.1,NA,1244980,47.148,10.823,4098.73315327134,NA,NA
KNA,KN,St. Kitts and Nevis,2002,63.244,NA,NA,NA,NA,NA,NA,13.3333333333333,0.1,0.3,NA,NA,73.507,67.14,1.07834005355835,1.11155998706818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,500,1.08648,3495555.55555556,1.81699718216771,23500,51.1,21.1524,NA,5000,10.8648,0.024,521.512385919166,NA,NA
LCA,LC,St. Lucia,2002,58.92,57.794,65.139,61.492,59.672,54.247,74.972,11.1111111111111,0.1,0.1,79.464,69.535,74.79,68.746,0.968970000743866,1.06105005741119,24.3606192797879,31.8727438147507,24.206,17.541,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,NA,NA,11575818.5185185,4.43787445815427,51121,31.6,14.6418,NA,14313,8.85481,0.3,1855.96476141573,NA,NA
MAF,MF,St. Martin (French part),2002,38.469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.177,73.783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEX,MX,Mexico,2002,72.913,32.682,62.55,47.229,40.483,38.314,80.381,16,0.1,0.2,82.993,60.89,75.382,70.805,0.981790006160736,1.00137996673584,34.9223066726634,31.5573359791132,3.829,2.574,77.27272727,13.2231405,9.504132231,72.3,17.6772616136919,1564540,11.9259832921671,11.4338216761907,34.1667392230812,4.466572877954,34.3848667176853,1846.43565431276,231486,0.227956,876864379,5.63131972669225,14975100,14.7,11.9,NA,25928300,25.5329,409,4027.62719857238,NA,NA
NIC,NI,Nicaragua,2002,109.175,27.805,72.814,50.015,39.191,37.562,85.91,20.6521739130435,NA,NA,87.368,62.618,70.991,64.871,1.00169003009796,1.05313003063202,49.2910818091592,40.0230556333095,7.781,7.388,81.01550015,15.30407161,3.68042824,1.455828571,0.931968869470584,NA,0,11.5648854961832,0,0,75.4198473282443,357.093688451582,2319,0.0450299,23300000,6.91394658753709,171632,3.33,1.71473,NA,237248,4.60684,156.21,30332.5748086034,NA,NA
PAN,PA,Panama,2002,89.532,34.71,62.3,48.748,49.902,46.414,80.985,9.85915492957746,0.2,0.7,84.236,67.141,77.402,71.142,0.965550005435944,1.00331997871399,27.4469769573733,33.4659480957953,8.443,5.162,NA,NA,NA,NA,NA,1344790,0,64.2546759871528,0,0,35.4052522199131,1332.54765215969,12235,0.390977,36100000,1.58118347860365,386904,12.4,8.51808,NA,525845,16.8037,136.6,43651.321171466,NA,NA
PER,PE,Peru,2002,67.847,52.716,67.136,59.991,62.32,60.045,79.86,18.3333333333333,0.1,0.1,81.847,72.075,72.748,68.977,1.00310003757477,0.980359971523285,63.6940238719279,46.5020810490538,4.914,4.784,NA,NA,NA,NA,NA,631760,3.56639221216395,82.0634126370377,4.98112177591775,0,8.53841604876495,722.179833149231,37401,0.137059,48219685.3193727,4.04002065043741,1656620,6.07,8.96695,NA,2306940,8.45399,1641,60135.8454456735,NA,NA
PRI,PR,Puerto Rico (US),2002,63.807,26.583,40.45,33.623,42.537,35.99,57.628,NA,NA,NA,65.557,53.577,80.512,73.072,NA,NA,6.71635819510126,14.9203408830238,10.317,13.075,2.702364318,19.71734351,77.58029217,0.9132,12.8619718309859,1426220,4.28968212702923,0.496211318709626,13.0480276463057,0,82.1660789079554,NA,22732,0.596529,NA,NA,1276490,33.5,17.5476,NA,1646930,43.2185,7.1,1856.83974766855,NA,NA
PRY,PY,Paraguay,2002,74.955,46.107,78.179,62.456,53.7,51.724,85.695,2.5,0.1,0.1,87.735,70.884,72.864,68.323,0.97105997800827,0.989080011844635,53.6002260358294,52.2478346014815,11.83,7.929,73.76889412,17.91769335,8.313412526,0.823969697,0.704247604273504,NA,0,100,0,0,0.00105782792665726,926.382084523147,500,0.0095033,12400000,5.74838586132411,273218,5.19,1.79497,NA,1667020,31.6844,117,22237.7316145277,NA,NA
SLV,SV,El Salvador,2002,92.223,31.42,60.77,45.663,47.455,44.943,78.075,9.52380952380952,0.2,0.4,80.865,63.105,73.168,63.831,0.948769986629486,0.951219975948334,46.4191248168181,32.9341312663089,3.462,8.013,61.479967,24.92915815,13.59087485,1.67268,10.7017274472169,NA,0,27.3469387755102,0,0,48.4273709483793,666.819117463562,NA,NA,79800000,6.23486209860145,667699,11.2,1.9,NA,888818,14.8467,15.63,2610.81733616119,NA,NA
SUR,SR,Suriname,2002,83.099,15.403,38.792,27.525,37.556,34.754,61.491,17.6470588235294,0.8,0.7,65.888,51.993,68.469,62.416,0.991110026836395,1.13984000682831,12.6920674578389,20.5820328975115,17.409,7.844,85.43892837,5.588220257,8.972851373,0.651966667,0.658552188888889,NA,0,79.3768545994065,0,0,20.6231454005935,2471.04527027435,94,0.0189306,NA,NA,78680,15.8,4.16157,NA,108363,21.8231,99,199375.290755632,NA,NA
SXM,SX,Sint Maarten (Dutch part),2002,35.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.888,72.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCA,TC,Turks and Caicos Islands,2002,16.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.104,72.905,0.993780016899109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,NA,NA,NA,NA,3631,17.6,NA,NA,9052,43.9481,NA,NA,NA,NA
TTO,TT,Trinidad and Tobago,2002,38.68,41.49,57.57,49.648,52.993,49.276,77.29,19.4444444444444,NA,NA,81.024,66.944,72.094,66.369,0.989759981632233,NA,14.4083449543318,18.5848529170926,14.424,7.73,4.963235294,62.62254902,32.41421569,0.3264,8.5,385230,0,0,99.4684620836286,0,0.0531537916371368,3915.88357753802,176,0.0132131,29900000,4.68872510584915,318189,23.9,21.9987,NA,262772,19.7275,3.84,2882.85907548812,NA,NA
URY,UY,Uruguay,2002,65.52,46.824,63.2,55.12,60.621,49.597,71.332,12.1212121212121,NA,NA,81.226,70.79,79.042,71.01,0.977419972419739,1.04491996765137,21.7611556541281,29.2405066738566,21.018,13.32,85.56582963,11.02218124,3.411989127,3.729035675,4.04450723969631,NA,0,99.2712129099427,0,0,0.32274856845393,1911.94092349583,NA,NA,36178350.6597467,4.69038598478218,946533,28.9,11.4195,NA,513528,15.6618,92.2,28119.4693166877,NA,NA
VCT,VC,St. Vincent and the Grenadines,2002,74.328,40.241,68.849,54.97,54.608,49.147,77.766,22.7272727272727,0.5,0.3,82.76,69.258,73.052,68.45,0.955269992351532,1.00927996635437,18.660379795892,21.6447744146202,18.187,22.08,51.29241602,NA,NA,0.009417444,9.417444,NA,0,21.6110019646365,0,0,78.3889980353635,NA,1086,0.95812,9988148.14814815,6.07239701637376,27323,24.1,5.54959,NA,9982,8.80659,0.1,882.246552621596,NA,NA
VEN,VE,"Venezuela, RB",2002,94.552,33.42,59.202,46.474,50.735,47.839,79.352,9.6969696969697,0.2,0.5,81.749,66.182,76.865,69.015,0.98131000995636,1.03903996944427,39.4225672422746,31.4458079664732,18.895,14.487,58.39032976,36.03013279,5.57953745,13.02778,1.61835776397516,NA,0,64.8151373949397,20.6517005617733,0,14.533162043287,2722.2006449132,78151,0.30725,47000000,4.62143559488692,2841770,11.2,4.91045,NA,6541890,25.7194,805,31648.4672254174,NA,NA
VGB,VG,British Virgin Islands,2002,27.928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.532,72.841,0.970839977264404,0.977890014648438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,NA,NA,NA,NA,11705,54.6,18.8857,NA,8000,37.3308,NA,NA,NA,NA
VIR,VI,Virgin Islands (U.S.),2002,55.531,38.555,42.778,40.575,63.381,56.863,66.224,NA,NA,NA,71.673,67.293,80.8,74.4,NA,NA,4.53179190751445,8.90197284590711,12.159,9.735,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,NA,NA,NA,NA,69369,64,27.4944,NA,45150,41.6444,NA,NA,NA,NA
ABW,AW,Aruba,2003,37.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.898,70.488,0.931500017642975,0.97706001996994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,1399,1.51555,10698324.0223464,0.665788220242048,37390,40.5,20.8,NA,69952,75.7794,NA,NA,NA,NA
ARG,AR,Argentina,2003,60.002,39.705,55.178,47.585,56.252,48.903,73.84,30.7392996108949,0.1,0.1,79.958,68.085,77.808,70.796,0.992860019207001,1.0220799446106,19.0276715013313,24.9178265788634,17.577,13.806,71.69367376,16.03759051,12.26873573,32.36351818,11.0833966369863,1025055,0.804769972631305,45.9479125939441,42.4898996481168,8.21712498370911,1.48681523958469,2142.62949662924,258849,0.67366,287490000,6.55530245507466,8603870,22.4,11.9137,NA,7842230,20.4096,292,7599.36125807113,NA,NA
ATG,AG,Antigua and Barbuda,2003,53.866,NA,NA,NA,NA,NA,NA,5.26315789473684,0.1,0.2,NA,NA,78.276,72.153,NA,NA,NA,NA,NA,NA,16.3590604,62.83557047,21.30872483,0.004646667,8.93589807692308,NA,0,0,0,0,100,NA,NA,NA,8830370.37037037,1.40028465015982,38000,48.8,17.2286,NA,46100,59.1906,0.052,667.659596322736,NA,NA
BHS,BS,"Bahamas, The",2003,40.614,47.716,63.191,55.47,73.67,67.528,80.307,20,0.8,1.1,85.875,79.655,76.538,70.019,NA,NA,10.4223324268117,17.6215829166041,11.82,9.973,NA,NA,NA,NA,NA,1057879,0,0,0,0,100,NA,10941,3.25996,NA,NA,131856,39.3,20,NA,122228,36.4188,0.7,2085.70458080317,NA,NA
BLZ,BZ,Belize,2003,89.258,33.24,59.823,46.437,43.313,41.346,79.065,3.33333333333333,0.6,0.5,81.33,62.39,72.599,67.444,0.972899973392487,0.99796998500824,21.2143928035982,25.5170670037927,15.92,7.444,67.72277228,11.28712871,20.99009901,0.101,0.661861074705111,NA,0,25.5635165524816,0,0,65.8386067674285,NA,940,0.356358,5473183.5,2.53922741147397,33278,12.6,NA,NA,60403,22.899,15.26,57851.2396694215,NA,NA
BOL,BO,Bolivia,2003,87.266,43.039,56.383,49.841,59.944,58.561,80.511,18.4615384615385,0.1,0.1,81.822,71.08,65.782,61.303,0.99711000919342,0.973890006542206,72.4946332759383,49.8429286458661,3.087,2.362,91.41236022,6.591984268,1.995655511,2.013464647,0.663415040197694,NA,0,45.6886640607036,51.7590250632329,0,1.3106461255461,427.701724728474,5740,0.0634205,26130000,5.57683520035818,610261,6.74,3.5086,NA,1278840,14.1298,303.5,33533.3178649165,NA,NA
BRA,BR,Brazil,2003,78.025,52.114,71.046,61.66,58.918,54.776,79.444,8.57699805068226,NA,NA,82.979,70.869,74.337,67.558,0.944580018520355,1.03544998168945,31.933049798856,33.3967553944547,14.28,8.948,56.41568902,25.93416214,17.65014884,57.07,1.00812577283166,4230474,2.49575258207329,83.8823183902904,3.59829719025413,3.66636566494391,2.95192115035722,1894.62909554308,966252,0.534956,468522000,4.89162556833908,39205000,21.7,13.2076,NA,46373300,25.6741,5661,31341.5776427821,NA,NA
BRB,BB,Barbados,2003,53.91,54.02,59.89,56.955,75.502,64.051,75.634,13.3333333333333,0.5,0.8,84.614,79.917,77.036,72.512,0.979680001735687,0.994340002536774,8.43608362980652,18.4918944503609,12.556,9.534,67.65432099,24.69135802,7.654320988,0.081,101.25,NA,0,0,0,0,99.981631575322,NA,27319,10.279,46342000,4.14232394598967,134000,50.4,39.6896,NA,140000,52.6759,0.08,301.005357895371,NA,NA
CHL,CL,Chile,2003,51.275,27.539,44.327,36.077,42.221,37.8,72.769,12.5,0.1,0.1,77.993,60.119,80.758,74.978,0.975059986114502,0.992900013923645,21.6573810293712,21.9342708464132,12.037,8.55,NA,3.588548602,10.98002663,32.13071429,3.63058918531073,1250126,10.4166221785646,46.2832859979927,35.3968694612313,0,4.02955433598838,2866.12859905726,352234,2.19806,239723700.831743,4.97472210350229,3252060,20.3,25.4738,NA,7268280,45.3566,885,55227.063732406,NA,NA
COL,CO,Colombia,2003,92.662,47.497,65.809,56.746,56.948,53.713,81.728,12.0481927710843,0.1,0.2,84.138,70.376,76.293,68.474,NA,NA,45.6113782307225,44.3339274523493,17.128,10.547,59.12793289,29.36202402,11.51004309,9.253875,0.431416083916084,995203,6.29041613852665,77.7149977442155,14.664747459557,0,0.253507207768492,888.258029100948,64436,0.157401,137022804.80957,7.10094722595556,7848270,19.2,7.38892,NA,6186210,15.1114,2145,52397.0374397474,NA,NA
CRI,CR,Costa Rica,2003,69.873,35.977,64.875,50.624,45.066,41.454,79.4,35.0877192982456,0.1,0.1,83.65,64.109,80.687,75.696,NA,NA,23.8722196976211,21.1331127589099,8.208,5.809,NA,NA,NA,NA,NA,669259,0,80.7996779820207,0,0,2.10653428149738,1653.62579926858,14878,0.359478,129135927.125314,5.25838545349211,1159220,28,20.3336,NA,778299,18.805,113,27302.7053356735,NA,NA
CUB,CU,Cuba,2003,46.664,26.931,49.762,38.673,43.503,37.652,70.346,35.9605911330049,0.1,0.2,78.919,61.236,79.605,75.322,0.967890024185181,0.971340000629425,8.80620418627236,12.8923489093937,3.439,1.729,52.60807246,32.87932399,14.51260355,5.251127273,13.7752551757608,NA,0,0.809614168247944,10.1897533206831,0,84.4465528146743,1195.51629202071,NA,NA,NA,NA,724261,6.46,5.24127,NA,35356,0.31541400000000003,38.12,3400.72241264305,NA,NA
CUW,CW,Curacao,2003,42.449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.601,70.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,93.9881456392887,7521.02018999674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CYM,KY,Cayman Islands,2003,49.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.357,72.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,100,NA,NA,NA,NA,NA,38000,86.5,NA,NA,21040,47.89,NA,NA,NA,NA
DMA,DM,Dominica,2003,50.916,NA,NA,NA,NA,NA,NA,18.75,0.1,0.3,NA,NA,74.688,69.354,1.00506997108459,1.05834996700287,NA,NA,NA,NA,NA,NA,NA,0.0166,8.3,NA,0,37.0101219828705,0,0,62.8082014015053,NA,2651,3.86832,1338860.14968252,0.958970705418639,22468,32.8,23.6204,NA,23786,34.7084,0.2,2918.38729917847,NA,NA
DOM,DO,Dominican Republic,2003,100.871,28.601,53.443,41.169,41.709,39.184,74.396,17.3333333333333,0.8,0.5,76.611,59.142,74.149,67.715,1.00753998756409,NA,28.3100613535454,48.6354088009799,10.048,5.27,83.63045142,12.89977047,3.469778118,5.2166,22.1982978723404,480650,9.44744029693956,9.62252258561524,6.36599201624764,0,73.9967784858884,1411.37248875913,15000,0.167026,129100000,2.41547701461261,908809,10.1,7.89839,NA,2091910,23.2936,23.5,2616.7458371471,NA,NA
ECU,EC,Ecuador,2003,88.906,40.674,64.456,52.728,51.505,49.17,81.844,16,0.2,0.4,83.401,67.424,76.784,70.536,1.00215995311737,1.00785005092621,48.224493322568,35.047115471141304,6.158,5.358,83.27318471,11.74156029,4.985254996,9.696,2.19168173598553,521550,0,62.1860384548761,6.75558635025117,0,31.0583751948727,717.752046655229,6916,0.0517188,102775555.093435,11.5927271840644,1530700,11.4,4.46023,NA,2398160,17.9338,442.4,33083.299170689,NA,NA
